@relation 'AT: deneme-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R72-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.292curb-weight+0.264length+0.261width+0.26 engine-size-0.254highway-mpg...' numeric
@attribute 0.275height+0.273fuel-system=idi-0.273fuel=gas+0.263compress-ratio-0.256symbol... numeric
@attribute 0.329engine-type=ohcf+0.313brand=subaru-0.312stroke-0.231no-of-cylinder=two-0.231engine-type=rotor... numeric
@attribute -0.324no-of-cylinder=two-0.324engine-type=rotor-0.305fuel-system=4bbl+0.279engine-type=ohc-0.233engine-type=ohcf... numeric
@attribute 0.266brand=porsche+0.251engine-location=rear-0.245engine-type=rotor-0.245no-of-cylinder=two+0.236compress-ratio... numeric
@attribute -0.38fuel-system=spdi-0.365aspiration=turbo-0.317brand=mitsubishi+0.241no-of-cylinder=six-0.185no-of-cylinder=four... numeric
@attribute -0.352engine-type=l-0.341brand=peugot+0.311no-of-cylinder=five+0.286brand=mercedes-benz-0.222no-of-cylinder=four... numeric
@attribute -0.346brand=honda-0.344fuel-system=1bbl+0.302fuel-system=2bbl-0.288engine-location=rear-0.283peak-rpm... numeric
@attribute -0.389fuel-system=1bbl-0.383brand=honda-0.313no-of-cylinder=eight+0.218brand=audi+0.215body-style=sedan... numeric
@attribute 0.367brand=audi+0.303no-of-cylinder=five+0.288no-of-cylinder=three+0.267engine-type=l-0.252brand=volvo... numeric
@attribute 0.366engine-type=dohc+0.352brand=alfa-romero+0.275body-style=convertible-0.256brand=porsche+0.232brand=toyota... numeric
@attribute -0.368brand=jaguar-0.318no-of-cylinder=twelve+0.237no-of-cylinder=eight+0.224brand=toyota-0.222body-style=sedan... numeric
@attribute 0.306brand=volkswagen+0.275no-of-cylinder=eight-0.269brand=toyota+0.267brand=saab+0.223body-style=sedan... numeric
@attribute 0.513brand=isuzu+0.462fuel-system=spfi-0.278body-style=wagon-0.249brand=nissan+0.247body-style=sedan... numeric
@attribute -0.374brand=chevrolet-0.337no-of-cylinder=three+0.337brand=nissan-0.274brand=jaguar-0.245no-of-cylinder=twelve... numeric
@attribute '0.306fuel-system=spdi-0.268brand=dodge-0.258fuel-system=mfi-0.254brand=jaguar+0.25 brand=alfa-romero...' numeric
@attribute -0.552brand=dodge-0.516fuel-system=mfi-0.264brand=volvo+0.243brand=toyota-0.211aspiration=turbo... numeric
@attribute -0.359brand=bmw+0.299body-style=wagon+0.287body-style=convertible-0.278brand=saab-0.249body-style=hatchback... numeric
@attribute -0.372fuel-system=spfi-0.316brand=saab-0.27brand=isuzu-0.26brand=nissan+0.213brand=dodge... numeric
@attribute 0.556engine-type=dohcv-0.403body-style=hardtop+0.225engine-type=dohc-0.201brand=mercedes-benz-0.183no-of-cylinder=twelve... numeric
@attribute -0.447brand=renault+0.417brand=saab-0.352brand=volkswagen+0.274engine-type=dohc-0.237brand=bmw... numeric
@attribute 0.361brand=mercury+0.309no-of-cylinder=twelve+0.294brand=volvo-0.279brand=renault-0.251stroke... numeric
@attribute -0.68brand=plymouth-0.303brand=bmw+0.268brand=toyota+0.247brand=mitsubishi-0.217brand=saab... numeric
@attribute -0.419brand=volkswagen+0.386brand=mazda-0.288brand=plymouth+0.275brand=renault-0.262brand=toyota... numeric
@attribute 0.487brand=renault+0.345brand=plymouth-0.255body-style=wagon-0.242brand=bmw-0.218brand=mitsubishi... numeric
@attribute -0.724brand=mercury+0.294brand=volvo-0.22brand=volkswagen+0.213brand=renault+0.213brand=saab... numeric
@attribute '0.32 brand=mazda+0.289fuel-system=mfi-0.289brand=dodge-0.264brand=mercury-0.254body-style=wagon...' numeric
@attribute -0.402brand=nissan-0.296fuel-system=mfi+0.269brand=dodge-0.267engine-to-whell=4wd+0.259body-style=hatchback... numeric
@attribute -0.346brand=toyota+0.299engine-type=dohc+0.262brand=volkswagen+0.237normalized-loses+0.216brand=volvo... numeric
@attribute -0.616engine-to-whell=4wd-0.324brand=mazda+0.235engine-to-whell=fwd+0.195brand=subaru+0.175no-of-cylinder=five... numeric
@attribute -0.488body-style=hardtop-0.469brand=alfa-romero+0.377body-style=convertible-0.219brand=mazda+0.205fuel-system=mfi... numeric
@attribute -0.472fuel-system=mfi+0.343brand=dodge+0.297body-style=convertible+0.264fuel-system=spfi+0.261brand=nissan... numeric
@attribute 0.438brand=mazda+0.278body-style=wagon-0.24fuel-system=2bbl+0.223fuel-system=spfi+0.216normalized-loses... numeric
@attribute 0.367brand=isuzu-0.357fuel-system=spfi+0.316aspiration=turbo-0.273brand=mitsubishi+0.219brand=mazda... numeric
@attribute '-0.384brand=chevrolet+0.355brand=isuzu+0.348no-of-cylinder=three-0.331fuel-system=spfi+0.23 brand=audi...' numeric
@attribute '-0.57brand=chevrolet+0.514no-of-cylinder=three-0.248brand=isuzu+0.24 fuel-system=spfi-0.185brand=audi...' numeric
@attribute price numeric

@data
-4.345281,0.147994,0.278585,0.234656,0.401572,1.434479,-0.220126,0.881803,0.638446,-0.77062,-1.094531,0.590109,-0.074465,4.332157,0.90035,-0.670721,-0.005909,1.269897,-1.275661,0.577635,0.794736,-0.664976,0.285195,-0.014617,0.498234,-0.481321,-1.188515,-0.033867,-0.172262,-0.288536,0.334652,-2.268351,-1.319167,2.674913,2.424025,-1.693699,?
-4.169596,0.865294,0.688212,0.307088,-0.143572,1.611125,-0.127548,0.905749,0.62929,-0.958017,-1.313124,0.358542,-0.028963,4.228557,0.790895,-0.500839,-0.103747,1.601068,-1.062688,0.894219,0.96355,-0.948462,0.343455,-0.027125,0.582598,-0.734377,-1.293983,0.251219,-0.50347,-0.309899,0.204418,-2.263288,-1.121236,2.485763,2.350488,-1.619377,?
-0.680147,-1.566191,-0.842849,-0.396018,0.891731,-0.300773,-1.624591,0.9108,-0.389915,-2.845344,-0.036302,2.897363,-3.1293,10.767995,3.439138,-2.818751,-0.222722,2.07559,-7.250329,1.861887,0.188918,-3.044647,-0.015599,-0.614819,-0.994426,-0.4409,1.418829,0.539539,-0.245356,0.66911,-0.690154,2.222618,1.649648,-2.560768,-2.238039,1.507602,11048
7.722055,-1.118515,-0.332869,2.377015,-0.736759,2.150313,-1.619595,2.043478,0.720874,-0.457144,1.932263,-4.359344,-1.915373,-0.204481,-2.503086,-2.090192,1.02221,0.984094,0.611649,0.751471,0.674164,-2.565911,-0.406723,0.776751,0.733089,-2.085452,0.551134,-1.099441,3.233848,-0.720081,0.232692,1.091846,-1.574297,-1.304684,1.180159,-0.534653,32250
7.689421,-1.001759,-0.209081,2.371626,-0.76555,2.14624,-1.458743,2.01038,0.604569,-0.59357,2.041927,-4.363655,-1.961485,-0.251497,-2.666077,-2.014326,0.984297,1.06605,0.517967,0.754964,0.716976,-2.620439,-0.400568,0.820268,0.643926,-2.153077,0.619005,-1.087415,3.06178,-0.64166,0.128598,1.172746,-1.731389,-1.261052,1.134115,-0.543994,35550
8.39974,-3.312676,0.38711,2.522228,0.807217,2.783968,0.226502,5.772222,-2.062658,0.184452,1.967523,-8.77274,-0.376763,3.322673,-5.548213,-5.438586,0.780003,2.94051,-0.360995,-3.320308,-2.406344,5.328782,-1.055098,-1.363375,-2.452121,2.726474,-1.747416,-0.151824,-2.169631,0.660137,0.080467,-0.565917,1.01618,1.076173,-0.81036,0.646609,36000
-3.616384,-0.612652,-0.475712,-0.669101,-0.29364,0.140321,0.504346,1.030426,-0.318069,-0.482228,-0.048052,0.795147,0.000863,-0.322333,-0.136285,-0.569254,0.409567,-0.217346,0.169173,-0.224983,0.061801,0.560086,-0.738493,1.775116,-1.163237,0.272029,1.435483,0.595934,0.770005,-1.149021,-0.745098,-0.16312,0.510386,1.107104,-0.355151,0.019677,5195
-3.906262,-0.47125,-0.496098,-0.694599,-0.131674,0.312909,0.489615,1.043359,-0.326255,-0.492516,-0.10432,0.809837,-0.00048,-0.314259,-0.218992,-0.573403,0.431534,-0.259502,0.169763,-0.167688,0.015262,0.594774,-0.718531,1.781011,-1.099994,0.312178,1.408927,0.602443,0.818559,-1.105431,-0.713384,-0.2134,0.543267,1.02674,-0.254878,-0.03989,6095
-3.903462,-0.470902,-0.496422,-0.6943,-0.131589,0.312446,0.48951,1.043668,-0.326676,-0.492484,-0.103946,0.809614,-0.000818,-0.314292,-0.219006,-0.573617,0.431514,-0.25928,0.169435,-0.167455,0.015387,0.594466,-0.718884,1.781042,-1.10063,0.312225,1.408984,0.602195,0.818572,-1.105771,-0.712982,-0.213226,0.542773,1.026164,-0.254697,-0.040107,6795
-3.288957,0.795408,0.142072,-0.401968,-0.979126,1.068738,0.588501,0.902416,0.632335,-0.610925,-0.778957,0.049544,1.008415,0.188298,-0.323885,-0.090036,0.407694,0.367447,0.843664,-0.349298,0.469775,-0.029232,-0.347472,1.701166,-0.53405,-0.252153,0.840152,0.062824,0.206445,-1.285362,-0.731681,-0.441823,1.247494,0.572994,-0.264157,0.18282,6695
-3.247275,0.794774,0.16374,-0.424052,-0.969712,1.039137,0.584429,0.900011,0.625642,-0.648018,-0.787293,0.051778,1.014357,0.191853,-0.33545,-0.093723,0.403567,0.355477,0.835933,-0.365905,0.459402,-0.0344,-0.336505,1.729239,-0.51364,-0.251465,0.857162,0.026444,0.217897,-1.261299,-0.713268,-0.414111,1.260454,0.572567,-0.250556,0.177792,7395
0.075912,-6.538775,-6.787607,-8.702626,-5.731991,0.90929,2.353852,0.132342,-0.080258,-0.961739,-0.037817,-0.624205,0.404908,-0.436648,-0.354968,0.34161,-0.100473,0.485242,-0.196565,-0.152028,0.144821,-0.495667,0.19984,-0.611844,0.039826,-0.320926,-0.629932,-0.294132,-0.610399,0.513659,0.221343,0.094728,-0.621985,-0.400938,0.150168,0.032168,10945
0.075912,-6.538775,-6.787607,-8.702626,-5.731991,0.90929,2.353852,0.132342,-0.080258,-0.961739,-0.037817,-0.624205,0.404908,-0.436648,-0.354968,0.34161,-0.100473,0.485242,-0.196565,-0.152028,0.144821,-0.495667,0.19984,-0.611844,0.039826,-0.320926,-0.629932,-0.294132,-0.610399,0.513659,0.221343,0.094728,-0.621985,-0.400938,0.150168,0.032168,11845
0.078712,-6.538428,-6.787932,-8.702326,-5.731906,0.908827,2.353747,0.13265,-0.08068,-0.961707,-0.037443,-0.624428,0.40457,-0.436681,-0.354982,0.341396,-0.100493,0.485464,-0.196893,-0.151795,0.144946,-0.495975,0.199487,-0.611813,0.039189,-0.320879,-0.629875,-0.294379,-0.610386,0.513319,0.221744,0.094903,-0.622479,-0.401514,0.150349,0.031952,13645
0.832366,-5.859116,-4.732922,-5.840817,-3.950056,0.613645,1.24346,-0.194109,0.188978,-0.383738,0.0741,-0.110317,0.354491,-0.268847,-0.404011,0.041119,-0.072641,-0.034827,-0.243793,-0.096316,-0.275988,0.008442,0.152594,-0.204034,0.14632,0.013462,0.179686,0.218642,-0.044929,-0.203988,-0.361562,0.113277,0.783654,0.56623,-0.041676,-0.239048,15645
-1.69483,-0.39784,-0.812485,-0.344645,-0.386966,-0.369969,0.373935,1.335544,-0.419021,-0.734618,-0.22291,0.799916,0.079923,-0.413881,-0.153369,-0.965679,0.632623,-0.387834,0.168899,-0.440116,-0.092802,0.208124,-0.727949,2.244147,-0.979908,0.229649,1.871558,0.271692,1.206739,-0.909486,-0.494568,0.071426,0.458446,0.67813,-0.071458,-0.158782,8845
-1.174589,1.320383,0.16003,-0.056072,-1.429949,0.515907,0.691825,1.088087,0.262016,-1.058649,-0.863485,0.074385,0.913177,-0.03757,-0.419461,-0.322486,0.517618,0.330517,0.764405,-0.525852,0.424749,-0.410993,-0.372153,2.200682,-0.596749,-0.472589,1.342863,-0.187769,0.388651,-1.135475,-0.694122,-0.049835,0.960185,0.486244,-0.212302,0.148789,8495
-1.69483,-0.39784,-0.812485,-0.344645,-0.386966,-0.369969,0.373935,1.335544,-0.419021,-0.734618,-0.22291,0.799916,0.079923,-0.413881,-0.153369,-0.965679,0.632623,-0.387834,0.168899,-0.440116,-0.092802,0.208124,-0.727949,2.244147,-0.979908,0.229649,1.871558,0.271692,1.206739,-0.909486,-0.494568,0.071426,0.458446,0.67813,-0.071458,-0.158782,10595
-1.174589,1.320383,0.16003,-0.056072,-1.429949,0.515907,0.691825,1.088087,0.262016,-1.058649,-0.863485,0.074385,0.913177,-0.03757,-0.419461,-0.322486,0.517618,0.330517,0.764405,-0.525852,0.424749,-0.410993,-0.372153,2.200682,-0.596749,-0.472589,1.342863,-0.187769,0.388651,-1.135475,-0.694122,-0.049835,0.960185,0.486244,-0.212302,0.148789,10245
-1.196221,4.565933,-2.4586,-1.49479,1.410048,1.436047,1.248242,0.014871,1.062862,-1.128261,0.203928,-0.943093,1.037422,-0.009291,-0.481988,-0.197708,0.232141,-0.50626,0.062791,0.42938,-0.096923,0.001734,-0.345306,1.846466,-0.19302,0.505868,0.82812,0.122626,0.126791,-0.887024,-0.533706,-0.40859,2.504207,-0.497001,0.504231,-0.512812,10795
-1.475489,0.593628,-0.233693,-0.290613,-1.050769,-0.165889,0.571021,1.253937,-0.521311,-0.970427,-0.393151,0.673044,0.123833,-0.646449,-0.338011,-0.752613,0.554665,-0.042597,0.217886,-0.138693,0.138694,-0.118625,-0.738431,2.259527,-1.103585,-0.110593,1.832556,0.506187,0.795387,-0.981512,-0.686292,0.109107,0.516988,0.56767,-0.180404,-0.020054,11245
1.779599,0.25092,0.34716,-0.419885,-1.718748,0.345304,-0.279527,-0.038746,0.317162,-1.586171,-0.50608,0.459653,0.614411,0.618574,-0.550526,0.070673,0.164367,-0.204676,0.731955,-0.885453,-0.199471,0.113353,-0.027642,1.50175,-0.073615,-0.11627,1.292838,-0.339739,0.257904,-1.137364,-0.804176,0.321111,1.796005,0.738396,-0.305535,-0.133216,18280
0.469794,4.399045,-2.801692,-1.880697,1.50474,1.444628,0.672567,0.181376,0.899983,-1.87133,0.355036,-0.630066,0.074654,0.392173,-0.175796,-0.002142,0.112576,-0.540105,0.591423,0.19316,-0.381234,0.08934,-0.33129,1.763612,-0.032583,0.499786,0.910953,-0.322848,0.38138,-1.321949,-0.498096,-0.156415,2.181679,-0.570944,0.583855,-0.545776,18344
5.419545,5.464372,-3.494839,0.027051,1.83708,-0.538313,4.008342,0.183804,0.301657,0.336118,0.816323,0.31219,-1.310892,0.946925,0.015991,1.019399,-0.687107,-0.281163,0.378224,-0.187637,1.301417,-0.227926,-0.838243,0.811218,0.422577,0.173523,-1.026127,0.159796,0.3638,0.423197,0.793279,0.478537,-0.827486,1.323119,-1.355512,1.133177,25552
5.633165,5.729774,-2.973376,-0.410874,1.623565,-1.161967,4.040701,-0.069431,-0.563653,0.537278,1.31389,1.107455,-2.15619,-0.518991,0.439017,0.60709,-0.708089,0.747194,-0.622188,0.261157,0.779626,-0.366505,-1.654475,0.377035,-0.976813,0.382444,-1.733817,-0.038279,1.133286,0.864295,0.81344,0.085873,-0.066203,1.42092,-0.900129,0.681431,28248
5.166681,3.774007,-3.985126,-0.326275,3.905314,-0.959534,4.528922,-0.340784,0.030226,-0.077547,0.889146,1.538484,-2.392452,0.165645,0.516225,0.150496,-0.012119,-0.146462,-0.0731,-2.462683,1.77718,0.332578,-0.526225,-0.031537,0.916293,0.764638,-1.350565,-1.119483,1.455817,1.04774,-1.661398,0.059961,-0.91482,1.13695,-0.760272,0.650806,28176
6.191248,5.791164,-3.603256,0.126515,1.600693,-0.668647,3.996393,0.269129,0.195802,0.352288,0.793344,0.384972,-1.250218,0.934713,-0.064257,0.895764,-0.555325,-0.337126,0.35207,-0.209281,1.378517,-0.302819,-0.880279,0.910015,0.392117,0.194227,-0.894073,0.266595,0.564637,0.605378,0.872265,0.423645,-0.953614,1.097818,-1.383905,1.059952,31600
8.08881,0.461638,0.339932,1.424489,0.005857,1.271411,3.046693,3.239736,-4.135197,0.777209,-0.430909,2.205468,2.788144,0.885237,0.669537,1.397095,0.095875,-0.556256,0.85644,-0.899905,0.880437,-1.160894,-0.101337,-1.17446,0.457486,-0.653571,-0.366795,1.525338,-0.174042,-1.0705,0.646892,-0.800204,0.451483,-0.409373,-0.490272,0.153397,34184
6.318478,-3.402155,-0.527635,0.807214,3.148019,0.933091,2.529694,2.877448,-3.446506,1.559898,1.974116,3.376818,3.63608,1.330508,1.179836,2.267532,-0.775103,1.052209,1.25495,-1.809431,-0.431209,-0.652632,-0.548789,-0.591385,-0.44576,-0.181867,-0.373366,0.504416,-0.415157,-1.12838,3.103115,1.058524,0.952223,-0.207381,1.055822,-0.820766,35056
9.554685,0.361359,0.157554,1.765387,0.312792,0.875369,3.081505,3.537941,-4.266991,0.415381,-0.439787,2.118073,2.789671,0.714815,0.580978,1.105564,0.221514,-0.668126,0.720102,-1.292291,0.721407,-1.630564,-0.165255,-0.807757,0.422413,-0.873181,0.091191,1.012742,-0.038993,-0.97483,0.765804,-0.402179,0.262181,-0.670706,-0.060895,-0.073586,40960
8.89872,-1.525629,-0.290994,1.363407,2.515148,0.492601,3.66599,2.939207,-4.47388,0.025064,-0.35019,3.3257,1.730001,-0.060039,1.109061,0.284381,0.836784,-0.504747,0.257676,-3.520097,1.12866,-0.990695,0.187563,-1.657094,0.936058,-0.268305,-0.280272,-0.324926,0.92621,-0.442461,-1.730911,-0.810478,0.26455,-0.734392,0.52449,-0.497944,45400
2.743537,-1.210708,-0.394449,0.243456,-0.007354,-3.131642,-1.474967,-0.634865,-0.880892,-1.504388,0.667078,1.798406,-1.317164,0.507535,-0.964696,-0.447511,-1.640256,-3.992894,-2.189742,-1.236266,-2.17625,6.227866,-1.541798,3.445476,0.636638,-9.999465,-3.238145,0.942285,-0.566981,0.317924,0.154952,-1.221733,0.511576,-1.145026,0.310234,0.264991,16503
-4.458179,-1.424304,-1.158343,0.616123,1.072033,-1.086124,-0.611984,1.155837,0.053391,0.229944,-0.692172,-0.082009,0.041221,0.115952,0.286812,0.405438,0.999266,-0.055605,0.438536,0.070431,-0.156986,0.347182,0.764036,0.319403,-0.774694,0.784659,-0.883862,0.898529,1.541034,0.173628,0.909857,-1.453168,-0.466805,-1.238383,0.049277,0.402542,5389
-4.108634,-1.610392,-1.138795,0.657054,0.883287,-1.287955,-0.602705,1.128494,0.089425,0.225612,-0.652729,-0.092753,0.071702,0.091382,0.365564,0.395121,0.986022,-0.002583,0.432923,0.022351,-0.121028,0.302376,0.732131,0.337549,-0.858469,0.749398,-0.852255,0.8856,1.462025,0.127356,0.846977,-1.389253,-0.515289,-1.169156,-0.064611,0.501034,6189
-4.075031,-1.606224,-1.142693,0.660652,0.884307,-1.29351,-0.603966,1.132201,0.084364,0.225998,-0.648246,-0.095426,0.067649,0.090994,0.365395,0.392556,0.985781,0.000079,0.428984,0.025147,-0.119528,0.298679,0.7279,0.337923,-0.866105,0.749962,-0.851568,0.882631,1.462183,0.123279,0.851791,-1.387163,-0.521216,-1.176077,-0.062435,0.498435,6669
-2.70152,-2.034697,-2.257545,1.686333,0.899301,-4.551431,-1.182966,0.741499,0.017467,-0.3305,-0.64768,-1.548979,-0.216936,-0.076603,0.22477,2.374133,0.917715,0.276982,-0.040503,0.26601,0.073779,-0.155274,1.046939,-0.52013,-0.918223,0.303885,-0.912594,0.644735,-0.052692,-0.23099,-0.232738,-0.372927,0.559939,0.675536,-0.249573,0.068289,7689
-1.767028,-2.341211,-2.605529,1.797132,1.063457,-4.985394,-1.176047,0.82065,0.115288,-0.307864,-0.552027,-1.508716,0.078313,-0.076529,0.076139,2.107792,1.101004,0.190716,-0.250812,0.038452,0.053253,-0.386598,1.023492,-0.321669,-0.906242,0.310662,-0.629194,0.383405,0.11805,0.048389,-0.048246,-0.301909,0.46578,0.230798,-0.056285,-0.134978,9959
-2.321836,-1.7938,-1.308009,0.876311,0.9594,-2.065898,-0.556343,1.53316,0.058683,-0.214098,-0.474574,-0.121178,0.116983,-0.039071,0.298402,0.102742,1.131604,-0.065773,0.297185,-0.407128,-0.289073,-0.232258,0.748623,0.870413,-0.885654,0.561272,-0.241915,0.379041,1.387,0.398407,0.865809,-0.882279,-0.828618,-1.481405,0.278287,0.355037,8499
-0.184195,-2.148614,-2.584125,2.147174,1.201666,-5.571189,-0.830424,1.099352,-0.237003,-1.0318,-0.337612,-1.615659,-0.164121,-0.410198,-0.164068,1.964408,1.088353,0.283259,-0.484493,-0.257604,-0.169745,-1.006954,1.055813,0.270728,-1.066579,-0.111266,0.049849,-0.215957,-0.202254,0.11929,-0.223206,0.439652,-0.038878,0.220082,0.298029,-0.26163,12629
-0.127135,-2.142698,-2.585443,2.147974,1.205028,-5.585164,-0.833066,1.104245,-0.24568,-1.038659,-0.332778,-1.619089,-0.168809,-0.410051,-0.166627,1.959952,1.087178,0.284725,-0.49175,-0.25687,-0.169644,-1.013349,1.051872,0.276885,-1.073568,-0.110311,0.054247,-0.227537,-0.199733,0.118191,-0.212545,0.448224,-0.04488,0.209961,0.303904,-0.266404,14869
-0.124334,-2.142351,-2.585767,2.148274,1.205113,-5.585627,-0.833171,1.104554,-0.246101,-1.038626,-0.332405,-1.619312,-0.169147,-0.410084,-0.166641,1.959739,1.087158,0.284947,-0.492078,-0.256637,-0.169519,-1.013657,1.051519,0.276916,-1.074205,-0.110264,0.054305,-0.227785,-0.19972,0.117851,-0.212144,0.448399,-0.045373,0.209384,0.304085,-0.266621,14489
-1.763133,0.241204,-0.124853,1.197331,-0.254955,-1.096325,-0.104604,1.271019,0.542612,-0.727683,-1.100979,-0.876121,0.802946,0.2839,-0.094382,0.854141,0.94848,0.739143,0.893781,-0.400313,0.275558,-0.85072,1.123006,0.879671,-0.547166,-0.198779,-0.757216,0.023341,0.431846,0.209042,0.54091,-0.945701,-0.43659,-1.528137,0.016969,0.702299,6989
-1.740732,0.243983,-0.127451,1.19973,-0.254275,-1.100029,-0.105444,1.27349,0.539238,-0.727425,-1.09799,-0.877903,0.800244,0.283641,-0.094494,0.852431,0.94832,0.740918,0.891155,-0.398449,0.276558,-0.853185,1.120185,0.879921,-0.552256,-0.198403,-0.756758,0.021362,0.431952,0.206324,0.544119,-0.944308,-0.440541,-1.532751,0.018419,0.700566,8189
-1.210566,-0.306484,-1.422113,2.117911,-0.150967,-4.015451,-0.724223,0.558262,0.599555,-0.821474,-1.178731,-2.263481,0.764546,0.246467,-0.316633,2.859363,0.917897,0.995455,0.346046,0.04508,0.617785,-1.004813,1.398156,-0.312436,-0.567244,-0.449427,-1.14454,0.027903,-0.837114,-0.140704,-0.373465,-0.36547,0.858204,0.184527,-0.317748,0.212457,9279
-1.294904,-0.236915,-0.883953,2.206975,-0.626972,-2.908659,-0.637765,0.735551,0.333059,-1.030651,-1.388889,-2.059162,0.69723,0.268158,-0.221353,2.641548,1.383706,1.203579,0.768757,0.042835,0.299143,-1.174015,1.419274,-0.157789,-0.61368,-0.282094,-1.037208,0.353803,-0.511242,0.194207,-0.246765,-0.685023,1.016963,-0.451821,-0.315047,0.385249,9279
-3.201056,0.265146,0.280191,0.591278,0.070819,1.217296,0.115228,1.054913,0.583072,0.175135,-1.093808,-0.113428,0.86618,-0.522981,1.236335,-0.141544,0.112808,0.35704,-0.416218,0.100159,0.401584,1.058697,0.717425,0.688611,0.517471,-0.138423,-0.396842,-1.802649,0.262261,0.212728,0.634127,0.661966,-0.454986,0.386182,-0.518326,0.516653,5499
-3.45727,3.710229,-2.472294,-0.617449,3.046248,2.301315,0.719507,0.177525,1.295243,0.085714,0.024882,-1.125434,0.806709,-0.6081,1.12505,-0.03213,-0.122334,-0.42425,-1.084278,1.064484,-0.213403,1.281267,0.75816,0.359469,0.881229,0.69041,-0.778579,-1.496089,-0.088952,0.375464,0.665445,0.369218,0.854536,-0.673951,0.415602,-0.25394,7099
-3.184815,0.26716,0.278308,0.593017,0.071312,1.214611,0.114619,1.056705,0.580626,0.175322,-1.091641,-0.11472,0.864221,-0.523169,1.236253,-0.142783,0.112692,0.358327,-0.418122,0.10151,0.402309,1.05691,0.715381,0.688791,0.51378,-0.13815,-0.39651,-1.804083,0.262337,0.210757,0.636454,0.662976,-0.457851,0.382837,-0.517274,0.515397,6649
-3.077005,0.808444,0.606049,0.622979,-0.344431,1.312852,0.21615,1.046456,0.661086,0.067413,-1.233949,-0.298216,1.020261,-0.634616,1.117995,-0.013708,0.056037,0.666244,-0.307987,0.325991,0.566907,0.726005,0.746075,0.658794,0.532632,-0.403942,-0.45242,-1.623702,-0.077716,0.196056,0.53997,0.6794,-0.296199,0.103176,-0.510985,0.557048,6849
-2.976792,0.84531,1.072111,0.213215,-0.450127,0.630889,0.361334,0.916118,-0.234561,0.086084,-0.619387,0.322201,0.122263,-1.97615,1.356823,-0.367718,-0.043243,1.818236,-1.212667,0.790088,0.031463,0.547391,0.061534,0.280827,-0.657369,-0.158306,-1.137233,-1.712279,0.51976,0.913491,0.469068,0.356264,0.427519,0.122586,-0.095235,-0.015956,7349
-3.166333,0.269452,0.276164,0.594996,0.071873,1.211556,0.113925,1.058743,0.577843,0.175534,-1.089175,-0.116191,0.861991,-0.523383,1.23616,-0.144194,0.112559,0.359791,-0.420288,0.103048,0.403134,1.054876,0.713054,0.688997,0.509581,-0.13784,-0.396132,-1.805716,0.262425,0.208515,0.639101,0.664125,-0.46111,0.37903,-0.516078,0.513967,7299
-3.466565,-0.585361,-0.184345,0.375317,0.516783,0.502867,-0.013339,1.285999,-0.195232,0.240642,-0.601438,0.408823,0.05199,-1.066771,1.300966,-0.576077,0.12247,0.013362,-0.901393,0.504055,0.095497,1.348614,0.389751,0.748764,0.096444,0.256192,0.078345,-1.077017,0.653809,0.425297,0.651506,0.83508,-0.881548,0.415844,-0.477479,0.295871,7799
-3.058523,0.810736,0.603905,0.624958,-0.34387,1.309796,0.215457,1.048494,0.658302,0.067625,-1.231484,-0.299686,1.018032,-0.634829,1.117901,-0.015118,0.055905,0.667709,-0.310153,0.327529,0.567732,0.723971,0.743748,0.659,0.528432,-0.403632,-0.452042,-1.625335,-0.077629,0.193813,0.542618,0.68055,-0.299458,0.09937,-0.509788,0.555618,7499
-2.969512,0.846212,1.071267,0.213994,-0.449906,0.629686,0.361061,0.916921,-0.235657,0.086168,-0.618416,0.321621,0.121385,-1.976234,1.356787,-0.368274,-0.043296,1.818813,-1.21352,0.790693,0.031788,0.54659,0.060617,0.280908,-0.659023,-0.158184,-1.137085,-1.712922,0.519794,0.912608,0.470111,0.356717,0.426235,0.121087,-0.094763,-0.016519,7999
-3.04054,-0.933579,-0.135887,0.293637,1.671984,0.884324,0.385838,0.598215,0.560325,-0.065012,-1.405023,0.986893,0.018766,-1.346337,1.93313,-1.060727,0.846751,0.60106,-0.580435,-1.979171,1.001691,1.36065,1.008842,-0.276359,1.15247,0.291535,-0.874546,-2.888385,1.451562,0.687169,-1.684429,0.097292,-0.146719,-0.212107,0.179499,0.07465,8249
-1.965636,0.298882,0.307504,0.773776,-0.329122,0.287449,0.293867,1.275118,-0.494297,-0.257941,-0.796626,0.197446,0.086572,-1.411288,0.947931,-0.514017,0.074896,0.419743,-0.934658,0.719721,0.306373,0.751889,0.395461,1.043589,-0.016371,-0.249507,0.329097,-1.040203,0.266946,0.485849,0.446653,1.127506,-1.000542,0.238028,-0.579935,0.344885,8949
-1.668656,1.025151,0.701682,1.007897,-0.708421,0.969893,0.414818,1.108836,0.289621,-0.346209,-1.267482,-0.400901,0.87639,-0.802364,0.8665,-0.083592,0.037876,0.792547,-0.387679,0.332236,0.592253,0.459953,0.762233,0.9847,0.491356,-0.611569,-0.160676,-1.733813,-0.139809,0.332362,0.438262,0.96832,-0.556654,0.15741,-0.612087,0.514031,9549
